image,caption
./assets/ancient-brass-dragon.jpg,"The Ancient Brass Dragon is a dragon. It has an Armor Class of 20 and 297 Hit Points. Its speed is walk: 40 ft., burrow: 40 ft., fly: 80 ft.. Its characteristics are STR 27, DEX 10, CON 25, INT 16, WIS 15, and CHA 19. It has saving throw proficiencies in DEX, CON, WIS, CHA. Damage resistances include none, and condition immunities include none. Its senses are blindsight: 60 ft., darkvision: 120 ft., passive perception: 24 and it speaks Common, Draconic. It has a Challenge Rating of 20. Special traits include: Legendary Resistance, If the dragon fails a saving throw, it can choose to succeed instead.. Actions available: Multiattack, The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws., Bite, Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage., Claw, Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) slashing damage., Tail, Melee Weapon Attack: +14 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage., Frightful Presence, Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours., Breath Weapons, The dragon uses one of the following breath weapons:
Fire Breath. The dragon exhales fire in an 90-foot line that is 10 feet wide. Each creature in that line must make a DC 21 Dexterity saving throw, taking 56 (16d6) fire damage on a failed save, or half as much damage on a successful one.
Sleep Breath. The dragon exhales sleep gas in a 90-foot cone. Each creature in that area must succeed on a DC 21 Constitution saving throw or fall unconscious for 10 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it., Change Shape, The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice).
In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.."
./assets/gorgon.jpg,"The Gorgon is a monstrosity. It has an Armor Class of 19 and 114 Hit Points. Its speed is walk: 40 ft.. Its characteristics are STR 20, DEX 11, CON 18, INT 2, WIS 12, and CHA 7. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include Petrified. Its senses are darkvision: 60 ft., passive perception: 14 and it speaks none. It has a Challenge Rating of 5. Special traits include: Trampling Charge, If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone, the gorgon can make one attack with its hooves against it as a bonus action.. Actions available: Gore, Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage., Hooves, Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage., Petrifying Breath, The gorgon exhales petrifying gas in a 30-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw. On a failed save, a target begins to turn to stone and is restrained. The restrained target must repeat the saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is petrified until freed by the greater restoration spell or other magic.."
./assets/bandit-captain.jpg,"The Bandit Captain is a humanoid. It has an Armor Class of 15 and 65 Hit Points. Its speed is walk: 30 ft.. Its characteristics are STR 15, DEX 16, CON 14, INT 14, WIS 11, and CHA 14. It has saving throw proficiencies in STR, DEX, WIS. Damage resistances include none, and condition immunities include none. Its senses are passive perception: 10 and it speaks any two languages. It has a Challenge Rating of 2. Special traits include: . Actions available: Multiattack, The captain makes three melee attacks: two with its scimitar and one with its dagger. Or the captain makes two ranged attacks with its daggers., Scimitar, Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage., Dagger, Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d4 + 3) piercing damage.."
./assets/ettin.jpg,"The Ettin is a giant. It has an Armor Class of 12 and 85 Hit Points. Its speed is walk: 40 ft.. Its characteristics are STR 21, DEX 8, CON 17, INT 6, WIS 10, and CHA 8. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 60 ft., passive perception: 14 and it speaks Giant, Orc. It has a Challenge Rating of 4. Special traits include: Two Heads, The ettin has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious., Wakeful, When one of the ettin's heads is asleep, its other head is awake.. Actions available: Multiattack, The ettin makes two attacks: one with its battleaxe and one with its morningstar., Battleaxe, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage., Morningstar, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) piercing damage.."
./assets/blink-dog.jpg,"The Blink Dog is a fey. It has an Armor Class of 13 and 22 Hit Points. Its speed is walk: 40 ft.. Its characteristics are STR 12, DEX 17, CON 12, INT 10, WIS 13, and CHA 11. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are passive perception: 10 and it speaks Blink Dog, understands Sylvan but can't speak it. It has a Challenge Rating of 0.25. Special traits include: Keen Hearing and Smell, The dog has advantage on Wisdom (Perception) checks that rely on hearing or smell.. Actions available: Bite, Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage., Teleport, The dog magically teleports, along with any equipment it is wearing or carrying, up to 40 ft. to an unoccupied space it can see. Before or after teleporting, the dog can make one bite attack.."
./assets/adult-white-dragon.jpg,"The Adult White Dragon is a dragon. It has an Armor Class of 18 and 200 Hit Points. Its speed is walk: 40 ft., burrow: 30 ft., fly: 80 ft., swim: 40 ft.. Its characteristics are STR 22, DEX 10, CON 22, INT 8, WIS 12, and CHA 12. It has saving throw proficiencies in DEX, CON, WIS, CHA. Damage resistances include none, and condition immunities include none. Its senses are blindsight: 60 ft., darkvision: 120 ft., passive perception: 21 and it speaks Common, Draconic. It has a Challenge Rating of 13. Special traits include: Ice Walk, The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra movement., Legendary Resistance, If the dragon fails a saving throw, it can choose to succeed instead.. Actions available: Multiattack, The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws., Bite, Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 4 (1d8) cold damage., Claw, Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage., Tail, Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage., Frightful Presence, Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 14 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours., Cold Breath, The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one.."
./assets/hell-hound.jpg,"The Hell Hound is a fiend. It has an Armor Class of 15 and 45 Hit Points. Its speed is walk: 50 ft.. Its characteristics are STR 17, DEX 12, CON 14, INT 6, WIS 13, and CHA 6. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 60 ft., passive perception: 15 and it speaks understands Infernal but can't speak it. It has a Challenge Rating of 3. Special traits include: Keen Hearing and Smell, The hound has advantage on Wisdom (Perception) checks that rely on hearing or smell., Pack Tactics, The hound has advantage on an attack roll against a creature if at least one of the hound's allies is within 5 ft. of the creature and the ally isn't incapacitated.. Actions available: Bite, Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage., Fire Breath, The hound exhales fire in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 21 (6d6) fire damage on a failed save, or half as much damage on a successful one.."
./assets/young-silver-dragon.jpg,"The Young Silver Dragon is a dragon. It has an Armor Class of 18 and 168 Hit Points. Its speed is walk: 40 ft., fly: 80 ft.. Its characteristics are STR 23, DEX 10, CON 21, INT 14, WIS 11, and CHA 19. It has saving throw proficiencies in DEX, CON, WIS, CHA. Damage resistances include none, and condition immunities include none. Its senses are blindsight: 30 ft., darkvision: 120 ft., passive perception: 18 and it speaks Common, Draconic. It has a Challenge Rating of 9. Special traits include: . Actions available: Multiattack, The dragon makes three attacks: one with its bite and two with its claws., Bite, Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage., Claw, Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage., Breath Weapons, The dragon uses one of the following breath weapons.
Cold Breath. The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 17 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one.
Paralyzing Breath. The dragon exhales paralyzing gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.."
./assets/aboleth.jpg,"The Aboleth is a aberration. It has an Armor Class of 17 and 135 Hit Points. Its speed is walk: 10 ft., swim: 40 ft.. Its characteristics are STR 21, DEX 9, CON 15, INT 18, WIS 15, and CHA 18. It has saving throw proficiencies in CON, INT, WIS. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 120 ft., passive perception: 20 and it speaks Deep Speech, telepathy 120 ft.. It has a Challenge Rating of 10. Special traits include: Amphibious, The aboleth can breathe air and water., Mucous Cloud, While underwater, the aboleth is surrounded by transformative mucus. A creature that touches the aboleth or that hits it with a melee attack while within 5 ft. of it must make a DC 14 Constitution saving throw. On a failure, the creature is diseased for 1d4 hours. The diseased creature can breathe only underwater., Probing Telepathy, If a creature communicates telepathically with the aboleth, the aboleth learns the creature's greatest desires if the aboleth can see the creature.. Actions available: Multiattack, The aboleth makes three tentacle attacks., Tentacle, Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 14 Constitution saving throw or become diseased. The disease has no effect for 1 minute and can be removed by any magic that cures disease. After 1 minute, the diseased creature's skin becomes translucent and slimy, the creature can't regain hit points unless it is underwater, and the disease can be removed only by heal or another disease-curing spell of 6th level or higher. When the creature is outside a body of water, it takes 6 (1d12) acid damage every 10 minutes unless moisture is applied to the skin before 10 minutes have passed., Tail, Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 15 (3d6 + 5) bludgeoning damage., Enslave, The aboleth targets one creature it can see within 30 ft. of it. The target must succeed on a DC 14 Wisdom saving throw or be magically charmed by the aboleth until the aboleth dies or until it is on a different plane of existence from the target. The charmed target is under the aboleth's control and can't take reactions, and the aboleth and the target can communicate telepathically with each other over any distance.
Whenever the charmed target takes damage, the target can repeat the saving throw. On a success, the effect ends. No more than once every 24 hours, the target can also repeat the saving throw when it is at least 1 mile away from the aboleth.."
./assets/hobgoblin.jpg,"The Hobgoblin is a humanoid. It has an Armor Class of 18 and 11 Hit Points. Its speed is walk: 30 ft.. Its characteristics are STR 13, DEX 12, CON 12, INT 10, WIS 10, and CHA 9. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 60 ft., passive perception: 10 and it speaks Common, Goblin. It has a Challenge Rating of 0.5. Special traits include: Martial Advantage, Once per turn, the hobgoblin can deal an extra 7 (2d6) damage to a creature it hits with a weapon attack if that creature is within 5 ft. of an ally of the hobgoblin that isn't incapacitated.. Actions available: Longsword, Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage, or 6 (1d10 + 1) slashing damage if used with two hands., Longbow, Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit: 5 (1d8 + 1) piercing damage.."
./assets/medusa.jpg,"The Medusa is a monstrosity. It has an Armor Class of 15 and 127 Hit Points. Its speed is walk: 30 ft.. Its characteristics are STR 10, DEX 15, CON 16, INT 12, WIS 13, and CHA 15. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 60 ft., passive perception: 14 and it speaks Common. It has a Challenge Rating of 6. Special traits include: Petrifying Gaze, When a creature that can see the medusa's eyes starts its turn within 30 ft. of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic.
Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save.
If the medusa sees itself reflected on a polished surface within 30 ft. of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze.. Actions available: Multiattack, The medusa makes either three melee attacks--one with its snake hair and two with its shortsword--or two ranged attacks with its longbow., Snake Hair, Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage., Shortsword, Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage., Longbow, Ranged Weapon Attack: +5 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.."
./assets/ancient-gold-dragon.jpg,"The Ancient Gold Dragon is a dragon. It has an Armor Class of 22 and 546 Hit Points. Its speed is walk: 40 ft., fly: 80 ft., swim: 40 ft.. Its characteristics are STR 30, DEX 14, CON 29, INT 18, WIS 17, and CHA 28. It has saving throw proficiencies in DEX, CON, WIS, CHA. Damage resistances include none, and condition immunities include none. Its senses are blindsight: 60 ft., darkvision: 120 ft., passive perception: 27 and it speaks Common, Draconic. It has a Challenge Rating of 24. Special traits include: Amphibious, The dragon can breathe air and water., Legendary Resistance, If the dragon fails a saving throw, it can choose to succeed instead.. Actions available: Multiattack, The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws., Bite, Melee Weapon Attack: +17 to hit, reach 15 ft., one target. Hit: 21 (2d10 + 10) piercing damage., Claw, Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: 17 (2d6 + 10) slashing damage., Tail, Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: 19 (2d8 + 10) bludgeoning damage., Frightful Presence, Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 24 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours., Breath Weapons, The dragon uses one of the following breath weapons.
Fire Breath. The dragon exhales fire in a 90-foot cone. Each creature in that area must make a DC 24 Dexterity saving throw, taking 71 (13d10) fire damage on a failed save, or half as much damage on a successful one.
Weakening Breath. The dragon exhales gas in a 90-foot cone. Each creature in that area must succeed on a DC 24 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success., Change Shape, The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice).
In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.."
./assets/water-elemental.jpg,"The Water Elemental is a elemental. It has an Armor Class of 14 and 114 Hit Points. Its speed is walk: 30 ft., swim: 90 ft.. Its characteristics are STR 18, DEX 14, CON 18, INT 5, WIS 10, and CHA 8. It has saving throw proficiencies in none. Damage resistances include acid, bludgeoning, piercing, and slashing from nonmagical weapons, and condition immunities include Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious. Its senses are darkvision: 60 ft., passive perception: 10 and it speaks Aquan. It has a Challenge Rating of 5. Special traits include: Water Form, The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing., Freeze, If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 ft. until the end of its next turn.. Actions available: Multiattack, The elemental makes two slam attacks., Slam, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage., Whelm, Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space.
The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.."
./assets/wolf.jpg,"The Wolf is a beast. It has an Armor Class of 13 and 11 Hit Points. Its speed is walk: 40 ft.. Its characteristics are STR 12, DEX 15, CON 12, INT 3, WIS 12, and CHA 6. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are passive perception: 13 and it speaks none. It has a Challenge Rating of 0.25. Special traits include: Keen Hearing and Smell, The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell., Pack Tactics, The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated.. Actions available: Bite, Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.."
./assets/young-white-dragon.jpg,"The Young White Dragon is a dragon. It has an Armor Class of 17 and 133 Hit Points. Its speed is walk: 40 ft., burrow: 20 ft., fly: 80 ft., swim: 40 ft.. Its characteristics are STR 18, DEX 10, CON 18, INT 6, WIS 11, and CHA 12. It has saving throw proficiencies in DEX, CON, WIS, CHA. Damage resistances include none, and condition immunities include none. Its senses are blindsight: 30 ft., darkvision: 120 ft., passive perception: 16 and it speaks Common, Draconic. It has a Challenge Rating of 6. Special traits include: Ice Walk, The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra movement.. Actions available: Multiattack, The dragon makes three attacks: one with its bite and two with its claws., Bite, Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) cold damage., Claw, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage., Cold Breath, The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 15 Constitution saving throw, taking 45 (10d8) cold damage on a failed save, or half as much damage on a successful one.."
./assets/archmage.jpg,"The Archmage is a humanoid. It has an Armor Class of 12, 15 and 99 Hit Points. Its speed is walk: 30 ft.. Its characteristics are STR 10, DEX 14, CON 12, INT 20, WIS 15, and CHA 16. It has saving throw proficiencies in INT, WIS. Damage resistances include damage from spells, bludgeoning, piercing, and slashing from nonmagical attacks (from stoneskin), and condition immunities include none. Its senses are passive perception: 12 and it speaks any six languages. It has a Challenge Rating of 12. Special traits include: Magic Resistance, The archmage has advantage on saving throws against spells and other magical effects., Spellcasting, The archmage is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 17, +9 to hit with spell attacks). The archmage can cast disguise self and invisibility at will and has the following wizard spells prepared:

- Cantrips (at will): fire bolt, light, mage hand, prestidigitation, shocking grasp
- 1st level (4 slots): detect magic, identify, mage armor*, magic missile
- 2nd level (3 slots): detect thoughts, mirror image, misty step
- 3rd level (3 slots): counterspell, fly, lightning bolt
- 4th level (3 slots): banishment, fire shield, stoneskin*
- 5th level (3 slots): cone of cold, scrying, wall of force
- 6th level (1 slot): globe of invulnerability
- 7th level (1 slot): teleport
- 8th level (1 slot): mind blank*
- 9th level (1 slot): time stop
* The archmage casts these spells on itself before combat.. Actions available: Dagger, Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.."
./assets/eagle.jpg,"The Eagle is a beast. It has an Armor Class of 12 and 3 Hit Points. Its speed is walk: 10 ft., fly: 60 ft.. Its characteristics are STR 6, DEX 15, CON 10, INT 2, WIS 14, and CHA 7. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are passive perception: 14 and it speaks none. It has a Challenge Rating of 0. Special traits include: Keen Sight, The eagle has advantage on Wisdom (Perception) checks that rely on sight.. Actions available: Talons, Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.."
./assets/quipper.jpg,"The Quipper is a beast. It has an Armor Class of 13 and 1 Hit Points. Its speed is swim: 40 ft.. Its characteristics are STR 2, DEX 16, CON 9, INT 1, WIS 7, and CHA 2. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 60 ft., passive perception: 8 and it speaks none. It has a Challenge Rating of 0. Special traits include: Blood Frenzy, The quipper has advantage on melee attack rolls against any creature that doesn't have all its hit points., Water Breathing, The quipper can breathe only underwater.. Actions available: Bite, Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage.."
./assets/drider.jpg,"The Drider is a monstrosity. It has an Armor Class of 19 and 123 Hit Points. Its speed is walk: 30 ft., climb: 30 ft.. Its characteristics are STR 16, DEX 16, CON 18, INT 13, WIS 14, and CHA 12. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 120 ft., passive perception: 15 and it speaks Elvish, Undercommon. It has a Challenge Rating of 6. Special traits include: Fey Ancestry, The drider has advantage on saving throws against being charmed, and magic can't put the drider to sleep., Innate Spellcasting, The drider's innate spellcasting ability is Wisdom (spell save DC 13). The drider can innately cast the following spells, requiring no material components:
At will: dancing lights
1/day each: darkness, faerie fire, Spider Climb, The drider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., Sunlight Sensitivity, While in sunlight, the drider has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight., Web Walker, The drider ignores movement restrictions caused by webbing.. Actions available: Multiattack, The drider makes three attacks, either with its longsword or its longbow. It can replace one of those attacks with a bite attack., Bite, Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 2 (1d4) piercing damage plus 9 (2d8) poison damage., Longsword, Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands., Longbow, Ranged Weapon Attack: +6 to hit, range 150/600 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) poison damage.."
./assets/azer.jpg,"The Azer is a elemental. It has an Armor Class of 15, 17 and 39 Hit Points. Its speed is walk: 30 ft.. Its characteristics are STR 17, DEX 12, CON 15, INT 12, WIS 13, and CHA 10. It has saving throw proficiencies in CON. Damage resistances include none, and condition immunities include Poisoned. Its senses are passive perception: 11 and it speaks Ignan. It has a Challenge Rating of 2. Special traits include: Heated Body, A creature that touches the azer or hits it with a melee attack while within 5 ft. of it takes 5 (1d10) fire damage., Heated Weapons, When the azer hits with a metal melee weapon, it deals an extra 3 (1d6) fire damage (included in the attack)., Illumination, The azer sheds bright light in a 10-foot radius and dim light for an additional 10 ft... Actions available: Warhammer, Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage, or 8 (1d10 + 3) bludgeoning damage if used with two hands to make a melee attack, plus 3 (1d6) fire damage.."
./assets/air-elemental.jpg,"The Air Elemental is a elemental. It has an Armor Class of 15 and 90 Hit Points. Its speed is fly: 90 ft., hover: True. Its characteristics are STR 14, DEX 20, CON 14, INT 6, WIS 10, and CHA 6. It has saving throw proficiencies in none. Damage resistances include lightning, thunder, bludgeoning, piercing, and slashing from nonmagical weapons, and condition immunities include Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious. Its senses are darkvision: 60 ft., passive perception: 10 and it speaks Auran. It has a Challenge Rating of 5. Special traits include: Air Form, The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.. Actions available: Multiattack, The elemental makes two slam attacks., Slam, Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage., Whirlwind, Each creature in the elemental's space must make a DC 13 Strength saving throw. On a failure, a target takes 15 (3d8 + 2) bludgeoning damage and is flung up 20 feet away from the elemental in a random direction and knocked prone. If a thrown target strikes an object, such as a wall or floor, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 13 Dexterity saving throw or take the same damage and be knocked prone.
If the saving throw is successful, the target takes half the bludgeoning damage and isn't flung away or knocked prone.."
./assets/chimera.jpg,"The Chimera is a monstrosity. It has an Armor Class of 14 and 114 Hit Points. Its speed is walk: 30 ft., fly: 60 ft.. Its characteristics are STR 19, DEX 11, CON 19, INT 3, WIS 14, and CHA 10. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 60 ft., passive perception: 18 and it speaks understands Draconic but can't speak. It has a Challenge Rating of 6. Special traits include: . Actions available: Multiattack, The chimera makes three attacks: one with its bite, one with its horns, and one with its claws. When its fire breath is available, it can use the breath in place of its bite or horns., Bite, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage., Horns, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) bludgeoning damage., Claws, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage., Fire Breath, The dragon head exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 31 (7d8) fire damage on a failed save, or half as much damage on a successful one.."
./assets/hill-giant.jpg,"The Hill Giant is a giant. It has an Armor Class of 13 and 105 Hit Points. Its speed is walk: 40 ft.. Its characteristics are STR 21, DEX 8, CON 19, INT 5, WIS 9, and CHA 6. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are passive perception: 12 and it speaks Giant. It has a Challenge Rating of 5. Special traits include: . Actions available: Multiattack, The giant makes two greatclub attacks., Greatclub, Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 18 (3d8 + 5) bludgeoning damage., Rock, Ranged Weapon Attack: +8 to hit, range 60/240 ft., one target. Hit: 21 (3d10 + 5) bludgeoning damage.."
./assets/mastiff.jpg,"The Mastiff is a beast. It has an Armor Class of 12 and 5 Hit Points. Its speed is walk: 40 ft.. Its characteristics are STR 13, DEX 14, CON 12, INT 3, WIS 12, and CHA 7. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are passive perception: 13 and it speaks none. It has a Challenge Rating of 0.125. Special traits include: Keen Hearing and Smell, The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.. Actions available: Bite, Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.."
